state,clim_zone,compl_year,proj_type,ibc_type,park_type,gfa_w_park_imp,gfa_ext_imp,gfa_park_imp,prim_bldg_use,gfa_prim_imp,sec_bldg_use,gfa_sec_imp,occupancy,res_units,bldg_height,therm_env_area,wwr,r_value_walls,r_value_roofs,certifications,seis_site_cls,sdc,wind_speed,str_prim_horiz_sys,str_prim_vert_sys,str_lat_sys,podium,str_sec_horiz_sys,str_sec_vert_sys,col_grid_long,col_grid_short,fdn_type,design_phase,purp_of_assessment,ec_reductions,ec_reduction_percent,ec_redux_bldg_reuse,ec_redux_mat_reuse,ec_redux_alt_str_sys,ec_redux_str_bio_mat,ec_redux_nonstr_bio_mat,ec_redux_str_optimize,ec_redux_concrete_optimize,ec_redux_ext_env_optimize,ec_redux_int_fin_optimize,gfa_without_park_imp,gfa_w_park_m,gfa_without_park_m,gfa_prim_m,gfa_sec_m,gfa_park_ratio,stories_above_grade_bins,stories_below_grade_bins,gfa_w_park_imp_bins,software_version_bins,physical_scope_bins,structural_material_bins,eci_A_to_C,eci_A1-A3,eci_A4,eci_B4-B5,eci_C2-C4,eci_D,eci_A_to_C_substr,eci_A_to_C_superstr,eci_A_to_C_enc,eci_A_to_C_int_con,eci_A_to_C_int_fin,eci_A_to_C_unknown
California,Zone 3A (Warm Humid),2022,New Construction,Type I-B,No Parking,344727,0,0,Education,277578,Public Assembly,67149,5430,0,47,333195,0.47,,,,C,B,120,Steel: Frame + concrete on metal deck,Steel: Columns,Steel: Moment frames,Not a podium building,,,25,15.42,Shallow foundation,Completed,Required: ILFI Proposed,Yes,,No,Yes,No,No,Yes,Yes,Yes,No,Yes,344727,32026.17248,32026.17248,25787.82893,6238.343547,0,2 to 5,0,"200,001-400,000",Tally LCA,SEI,Steel,426.4120057,,,,,,,,,,,
Colorado,Zone 7 (Very Cold),2014,New Construction,Type II-A,No Parking,53600,0,0,Food Service,17410,Public Assembly,7981,3727,0,34,179600,0.08,,,,C,D,90,Steel: Frame + concrete on metal deck,Steel: Columns,Steel: Braced frames,Not a podium building,,,30,30,Shallow foundation,Completed,Voluntary: Internal Benchmarking,No,,No,No,No,No,Yes,No,No,No,No,53600,4979.6008,4979.6008,1617.44123,741.458843,0,2 to 5,1,"50,001-100,000",Tally LCA,SEI,Steel,27.44081878,701.7643116,4.968530336,83.11546482,42.6103667,-92.24547725,1.780443146,90.29992198,646.2414626,65.30060572,0.007798449,
Colorado,Zone 4C (Mixed Marine),2025,New Construction,Type II-A,Below Grade,146377,13749,34966,Residential: Mulitfamily (5 or more units),72477,Office,27677,850,99,150,117710,0.5,30,30,,C,D,100,Concrete: Non-PT framing,Concrete: CIP,Concrete: Shear walls,Primary system defined above is on a podium,Concrete: PT framing,Concrete: CIP,20,20,Shallow foundation,Construction,Voluntary: Internal Benchmarking,No,,No,No,No,No,No,No,No,No,No,111411,13598.86243,10350.41613,6733.330731,2571.276331,0.313846927,11 or more,3,"100,001-200,000",Tally LCA,SEI,Concrete,258.0928577,494.3147465,4.938115302,46.62347632,54.19314523,-84.50718967,8.363551388,348.9101221,190.3478071,18.19406449,0.523042053,
Colorado,Zone 4C (Mixed Marine),2016,New Construction,Type I-B,Below Grade,207833,,66421,Residential: Mulitfamily (5 or more units),274254,,,1473,211,85,103437,0.4,25,48,LEED Multifamily Midrise v2008 Gold,D,D,110,Concrete: PT framing,Concrete: CIP,Concrete: Shear walls,Not a podium building,,,25,24,Shallow foundation,Construction,Voluntary: Internal Benchmarking,No,,No,No,No,No,No,No,No,No,No,141412,19308.3092,13137.59904,25479.01936,,0.46969847,6 to 10,2,"200,001-400,000",Tally LCA,SEI,Concrete,729.2345941,491.580323,5.219793139,84.72486113,37.36773644,-49.60457009,13.43771222,426.3987536,45.76627321,36.92810702,0.766972444,17.46608492
Colorado,Zone 5B (Cool Dry),2022,New Construction,Type II-A,No Parking,61665,,,Education,51646,Laboratory - Dry,10019,,0,85,,,,,Leed v4.0 Gold,D,B,120,Steel: Frame + concrete on metal deck,Steel: Columns,Steel: Braced frames,Not a podium building,,,25.58,23.375,Deep foundation < 50' (15m),Construction Documents,Required: LEED Proposed,No,,No,No,No,No,No,No,No,No,No,61665,5728.863495,5728.863495,4798.068338,930.795157,0,2 to 5,0,"50,001-100,000",One Click LCA,SE,Steel,393.0125135,230.7055215,12.39086986,7.652866932,15.14586544,,19.20097766,104.910166,141.7839801,,2.743491396,
Colorado,Zone 4C (Mixed Marine),2022,New Construction,Type I-B,No Parking,430257,,,Other,192000,,,4593,,82,,,19,30,LEED v4.0 Silver,C,D,115,Steel: Frame + concrete on metal deck,Steel: Columns,Steel: Moment frames,Not a podium building,,,159,30,Deep foundation < 50' (15m),Completed,Voluntary: Internal Benchmarking,No,,No,No,No,No,No,No,No,No,No,430257,39972.16607,39972.16607,17837.376,,0,6 to 10,0,"Over 400,000",Tally LCA,SEI,Steel,702.8064402,416.6072591,6.598715447,35.86371861,30.4627938,-54.30329504,35.8939498,296.5182067,67.3714018,44.75855858,12.59780622,1.715587838
Colorado,Zone 4C (Mixed Marine),2020,New Construction,Type I-B,Below Grade,957630,,325000,Office,957630,,,6713,,173,333204,0.35,24,39.5,LEED Gold Certified ,C,D,110,Concrete: PT framing,Concrete: CIP,Concrete: Shear walls,Not a podium building,,,40,30,Deep foundation > 50' (15m),Completed,Voluntary: Internal Benchmarking,No,,No,No,No,No,No,No,No,No,No,632630,88966.69989,58773.22489,88966.69989,,0.513728404,11 or more,5 or more,"Over 400,000",Tally LCA,SE,Concrete,662.2401814,338.3117989,3.102604522,13.60889473,25.32371655,-40.68429887,39.84293408,249.7962967,75.16203706,6.054711216,15.57326433,
Colorado,Zone 4C (Mixed Marine),2018,New Construction,Type I-B,No Parking,178466,8198,0,Laboratory - Wet,88959,Office,17948,2368,0,105,174789,0.29,,,"LEED Gold, 2030 Chanllenge Compliant ",C,D,115,Concrete: PT framing,Concrete: CIP,Concrete: Shear walls,Not a podium building,,,21,15.25,Shallow foundation,Completed,Voluntary: Internal Benchmarking,No,,No,Yes,No,No,Yes,No,No,No,No,178466,16580.0268,16580.0268,8264.557977,1667.423044,0,6 to 10,2,"100,001-200,000",Tally LCA,SEI,Concrete,773.3514051,454.3597322,5.084117908,86.91068076,57.17488889,-25.49401103,56.24326744,313.7882363,115.8348629,59.81804556,31.12774217,4.257266222
Colorado,Zone 4C (Mixed Marine),2015,New Construction,Type I-B,No Parking,33823,,,Education,33823,,,590,,69,,,,,LEED Gold,C,D,100,Concrete: PT framing,Concrete: CIP,Concrete: Shear walls,Not a podium building,,,49,14,Deep foundation < 50' (15m),Completed,Voluntary: Internal Benchmarking,No,,No,No,No,No,No,No,No,No,No,33823,3142.258169,3142.258169,3142.258169,,0,2 to 5,0,"10,001-50,000",Tally LCA,SEI,Concrete,1115.320052,634.1728975,6.34327824,82.66200664,50.17322269,-50.80361233,58.83305711,410.1254175,225.4830614,13.98388191,37.57411928,1.84177843
Colorado,Zone 3A (Warm Humid),2025,New Construction,Type I-B,No Parking,137247,,,Transportation Hub/Infrastructure,137247,,,2907,0,39.2,,,13,40,,C,A,150,Steel: Frame + concrete on metal deck,Steel: Columns,Steel: Moment frames,Not a podium building,,,35,58,Deep foundation < 50' (15m),Construction Documents,Voluntary: Internal Benchmarking,No,,,,,,,,,,,137247,12750.65804,12750.65804,12750.65804,,0,1,0,"100,001-200,000",One Click LCA,Unknown,Steel,635.8672819,273.9363175,17.20792914,0,7.719781182,,68.81309241,230.0509355,,,47.02358173,
Colorado,Zone 3A (Warm Humid),2025,New Construction,Type I-B,No Parking,161951,,,Transportation Hub/Infrastructure,161951,,,3280,0,38,,,13,40,,C,A,150,Steel: Frame + concrete on metal deck,Steel: Columns,Steel: Moment frames,Not a podium building,,,35,57.2,Deep foundation < 50' (15m),Construction Documents,Voluntary: Internal Benchmarking,No,,,,,,,,,,,161951,15045.73375,15045.73375,15045.73375,,0,1,0,"100,001-200,000",One Click LCA,Unknown,Steel,636.5147918,284.4452394,18.69402348,0,7.772919016,,71.91329567,238.9988863,,,51.86369847,
Colorado,Zone 4C (Mixed Marine),2022,New Construction,Type I-B,No Parking,79652,,,Other,79652,,,,,62,,,,,,C,D,115,Steel: Frame + concrete on metal deck,Steel: Columns,Steel: Moment frames,Not a podium building,,,30,28,Deep foundation < 50' (15m),Completed,Voluntary: Internal Benchmarking,No,,No,No,No,No,No,No,No,No,No,79652,7399.909756,7399.909756,7399.909756,,0,2 to 5,0,"50,001-100,000",Tally LCA,SEI,Steel,2225.592913,668.6061178,8.5795335,90.50349284,40.54475081,-139.6867389,78.75555321,449.2058995,159.7510268,34.55671758,54.99913616,11.39719592
Colorado,Zone 4C (Mixed Marine),2023,New Construction,Type I-B,No Parking,79801,,,Education,79801,,,472,0,47,,,,,LEED v4.1 Gold,D,D,115,Concrete: PT framing,Concrete: CIP,Concrete: Shear walls,Not a podium building,,,31.5,28,Shallow foundation,Construction,Required: LEED Baseline,Yes,,No,No,No,No,No,No,No,No,No,79801,7413.752303,7413.752303,7413.752303,,0,2 to 5,0,"50,001-100,000",Tally LCA,SE,Concrete,2783.027152,283.0861157,10.01734944,25.75764454,52.10077275,25.67650968,81.76584423,178.4560999,91.93375611,0.449927411,55.27629131,0.884804087
Colorado,Zone 4C (Mixed Marine),2020,New Construction,Type I-B,No Parking,296574,,,Education,296574,,,3514,,119,,0.46,18,40,LEED v4.0 Platinum,C,D,115,Concrete: PT framing,Concrete: CIP,Concrete: Shear walls,Not a podium building,,,99,96,Deep foundation < 50' (15m),Construction,Required: LEED Baseline,Yes,0.15,No,No,No,No,No,Yes,Yes,No,No,296574,27552.61432,27552.61432,27552.61432,,0,6 to 10,1,"200,001-400,000",Tally LCA,SEI,Concrete,687.403484,439.2006017,7.984016152,98.78782174,50.50180664,-79.52436098,90.87945041,288.9273691,98.135453,29.63940722,60.40221773,3.905583774
Colorado,Zone 3A (Warm Humid),2024,New Construction,Type I-B,"Above grade, within footprint of main structure",668728,,,Parking,668728,,,3726,0,62,,,,,Parksmart,C,A,150,Concrete: Non-PT framing,Concrete: CIP,Concrete: Moment frames,Not a podium building,,,23,60,Deep foundation < 50' (15m),Design Development,Required: Other,Yes,0.17,No,No,No,No,No,Yes,Yes,No,No,668728,62126.83738,62126.83738,62126.83738,,0,6 to 10,0,"Over 400,000",One Click LCA,SE,Concrete,621.4449325,244.008735,27.84091003,0.077862164,2.610702505,,96.39791099,142.9671735,18.80717817,,64.49059915,16.36594703
Colorado,Zone 4C (Mixed Marine),2023,New Construction,Type I-B,No Parking,79801,,,Education,79801,,,472,0,47,,,,,LEED v4.1 Gold,D,D,115,Concrete: PT framing,Concrete: CIP,Concrete: Shear walls,Not a podium building,,,31.5,28,Shallow foundation,Construction,Required: LEED Proposed,Yes,0.134,No,No,No,No,No,No,Yes,Yes,No,79801,7413.752303,7413.752303,7413.752303,,0,2 to 5,0,"50,001-100,000",Tally LCA,SE,Concrete,1065.49497,358.5682869,10.14351098,26.76770091,52.08739532,23.90499432,113.5468286,221.2600145,93.95386885,0.449927411,77.88261273,0.884804087
Colorado,Zone 6A (Cold Humid),2024,New Construction,Type I-B,No Parking,203802,,,Public Assembly,163812,Stadium,39990,6104,,56,582540,0.06,19,40,LEED v4 BD+C: NC - Gold,D,A,120,Steel: Frame + concrete on metal deck,Steel: Columns,Masonry: Shear walls,Not a podium building,Steel: Frame + bare metal deck,Steel: Columns,53,25,Other Foundation System,Construction,Required: LEED Proposed,Yes,0.11,No,No,No,No,No,No,Yes,No,No,203802,18933.81721,18933.81721,15218.62624,3715.19097,0,2 to 5,0,"200,001-400,000",One Click LCA,SE,Steel/Masonry,4572.429485,400.67696,31.72152628,10.14127938,18.74800391,,140.4099845,180.6393028,110.0096239,2.508660007,90.61733568,27.39926948
Colorado,Zone 4C (Mixed Marine),2022,New Construction,Type I-B,No Parking,78150,,,Other,78150,,,,,116,,,,,,C,D,115,Steel: Frame + concrete on metal deck,Steel: Columns,Steel: Moment frames,Not a podium building,,,20,10,Deep foundation > 50' (15m),Completed,Voluntary: Internal Benchmarking,No,,No,No,No,No,No,No,No,No,No,78150,7260.36945,7260.36945,7260.36945,,0,2 to 5,0,"50,001-100,000",Tally LCA,SEI,Steel,1771.155512,1926.409866,18.28645849,115.7267462,96.60403101,-310.0791974,189.3742879,1612.433632,227.0846439,36.31903115,,13.93289436
Connecticut,Zone 5A (Cool Humid),2022,New Construction,Type II-A,No Parking,174759,,0,Education,174759,,,,,58,,,,,NE CHPS Verified Leader,D,B,134,Steel: Other,Steel: Columns,Steel: Braced frames,Not a podium building,,,28,24,Shallow foundation,Construction Documents,Required: LEED Proposed,Yes,0.25,No,No,No,No,No,No,Yes,No,No,174759,16235.63538,16235.63538,16235.63538,,0,2 to 5,0,"100,001-200,000",Tally LCA,SE,Steel,480.7267715,260.9453819,5.048362935,10.04417826,22.68350936,-28.64107693,23.33864838,203.0037552,68.40492554,0.002475326,5.036544037,1.060965839
Connecticut,Zone 5A (Cool Humid),2025,New Construction,Type II-A,No Parking,135237.77,,0,Education,135237.77,,,1933,,73.49081,129525,0.38,24,45,,D,,,Steel: Frame + concrete on metal deck,Steel: Columns,Concrete: Shear walls,Not a podium building,,,25,22,Deep foundation < 50' (15m),Construction Documents,Voluntary: Internal Benchmarking,Yes,0.48,No,tbd,tbd,tbd,tbd,tbd,tbd,tbd,tbd,135237.77,12563.99455,12563.99455,12563.99455,,0,2 to 5,0,"100,001-200,000",One Click LCA,SE,Steel/Concrete,567.3592916,288.4564202,17.39995319,64.51631342,11.71517317,,49.77761393,201.8535053,120.5557345,,22.17220402,1.876330009
Connecticut,Zone 5A (Cool Humid),2025,New Construction,Type II-A,No Parking,84989,0,0,Education,85655,,,1120,0,67.25,90587,0.22,,30,Requirement: LEED Silver; to achieve LEED Gold (partial v4.0 and v4.1),D,B,139,Steel: Frame + concrete on metal deck,Steel: Columns,Steel: Braced frames,Not a podium building,,,28,25,Shallow foundation,Construction,Required: Governing Policy,No,,No,No,No,No,No,Yes,Yes,Yes,Yes,84989,7895.733067,7895.733067,7957.606465,,0,2 to 5,0,"50,001-100,000",Tally LCA,SEI,Steel,486.567552,510.9634471,8.302462223,40.83332726,88.06039669,-26.98955595,55.47215582,404.6262652,28.99907048,73.94393163,29.79134163,21.47289886
Florida,Zone 4C (Mixed Marine),2023,New Construction,Type II-A,No Parking,985740,,,Office,927516,Food Service,37998,,,45,755154,,,,"LEED v4.0 Platinum
ILFI Zero Carbon",C,D,110,Concrete: PT framing,Concrete: CIP,Concrete: Shear walls,Not a podium building,,,30,30,Deep foundation < 50' (15m),Construction,Required: LEED Baseline,Yes,0.2396,No,No,No,No,Yes,No,Yes,Yes,Yes,985740,91578.20322,91578.20322,86169.01895,3530.128194,0,2 to 5,2,"Over 400,000",Tally LCA,SE,Concrete,2167.95015,355.7390037,10.06628502,9.907846926,52.97530539,54.54885753,57.05725199,300.8374183,66.07855231,1.149254282,34.25393821,1.438105536
Florida,Zone 4C (Mixed Marine),2023,New Construction,Type II-A,No Parking,985740,,,Office,927516,Food Service,37998,,,45,755154,,,,"LEED v4.0 Platinum
ILFI Zero Carbon",C,D,110,Concrete: PT framing,Concrete: CIP,Concrete: Shear walls,Not a podium building,,,30,30,Deep foundation < 50' (15m),Construction,Required: LEED Baseline,Yes,0.2396,No,No,No,No,Yes,No,Yes,Yes,Yes,985740,91578.20322,91578.20322,86169.01895,3530.128194,0,2 to 5,2,"Over 400,000",Tally LCA,SE,Concrete,2157.027102,384.7446419,10.74129112,9.907846926,53.40385101,54.55809838,58.86393902,329.1399211,66.07855231,1.149254282,37.85664317,1.438105536
Florida,Zone 2B (Hot Dry),,New Construction,Type II-B,"Above grade, within footprint of main structure",196086,,,Public Order and Safety,196086,,0,,,66,,,,,LEED Platinum,D,D,49,Concrete: PT framing,Concrete: CIP,Concrete: Moment frames,Not a podium building,,,29,18,Deep foundation < 50' (15m),Completed,Voluntary: Internal Benchmarking,No,,No,No,No,No,No,No,No,No,No,196086,18216.97766,18216.97766,18216.97766,0,0,6 to 10,1,"100,001-200,000",Tally LCA,Unknown,Concrete,273.1871399,351.0712724,4.96496143,7.838235959,19.03496825,60.92339322,67.13636532,284.6153524,30.28358925,0.178425136,43.65480819,0.06545251
Florida,Zone 4C (Mixed Marine),2027,New Construction,Type II-A,No Parking,120000,,,Other,120000,,,1396,,48,133585,0.265,17,46,LEED Gold,D,D,103,Steel: Frame + concrete on metal deck,Steel: Columns,Steel: Braced frames,Not a podium building,,,34,32,Deep foundation < 50' (15m),Construction Documents,Voluntary: Internal Benchmarking,Yes,,No,No,No,No,Yes,Yes,Yes,Yes,No,120000,11148.36,11148.36,11148.36,,0,2 to 5,0,"100,001-200,000",Tally LCA,SEI,Steel,1037.95152,486.6559895,10.32966873,73.84152365,43.90675344,-27.49080662,146.4565511,233.0021146,143.3776594,19.25809019,91.00321931,13.31237818
Florida,Zone 2B (Hot Dry),2019,New Construction,Type II-B,No Parking,18755,,,Public Order and Safety,18755,,0,388,,36.5,,0.24,35,38,LEED Platinum,D,D,49,Steel: Frame + concrete on metal deck,Steel: Columns,Concrete: Other,Not a podium building,,,29,22,Shallow foundation,Completed,Voluntary: Internal Benchmarking,No,,No,No,No,No,No,No,No,No,No,18755,1742.395765,1742.395765,1742.395765,0,0,2 to 5,0,"10,001-50,000",Tally LCA,SEI,Steel/Concrete,267.0422266,631.8337066,9.940936166,120.5659258,26.10580829,-31.06054936,177.7708157,250.4363451,161.3173244,26.84035874,137.8659914,95.83465326
Florida,Zone 4C (Mixed Marine),2022,New Construction,Type II-A,No Parking,46587,,0,Education,46587,,,545,0,82,64932,0.36,,,LEED Gold,D,D,115,Concrete: PT framing,Concrete: CIP,Concrete: Shear walls,Not a podium building,,,21,32,Shallow foundation,Completed,Required: LEED Baseline,Yes,,No,No,No,No,No,Yes,No,Yes,Yes,46587,4328.072061,4328.072061,4328.072061,,0,2 to 5,0,"10,001-50,000",Tally LCA,SEI,Concrete,736.8313392,903.5217796,8.964008075,57.32963446,68.13609825,-207.9913146,263.0123514,549.5538189,147.1463476,26.03104762,,0.156386293
Georgia,Zone 2B (Hot Dry),,New Construction,Type II-B,No Parking,79707,,,Public Order and Safety,79707,,0,,,30,,,,,LEED Platinum,D,D,49,Steel: Frame + bare metal deck,Concrete: CIP,Steel: Braced frames,Not a podium building,,,103,,Deep foundation < 50' (15m),Completed,Voluntary: Internal Benchmarking,No,,No,No,No,No,No,No,No,No,No,79707,7405.019421,7405.019421,7405.019421,0,0,1,0,"50,001-100,000",Tally LCA,Unknown,Steel/Concrete,274.5382097,475.7192088,5.437150504,81.58018046,13.8908986,-56.8485713,95.19865117,311.7555752,117.2313953,0.588657036,63.64531134,30.66914925
Georgia,Zone 2B (Hot Dry),,New Construction,Type II-B,No Parking,43360,,,Public Order and Safety,43360,,0,,,120,,,,,LEED Platinum,D,D,49,Steel: Frame + bare metal deck,Concrete: CIP,Steel: Other,Not a podium building,,,200,,Deep foundation < 50' (15m),Completed,Voluntary: Internal Benchmarking,No,,No,No,No,No,No,No,No,No,No,43360,4028.27408,4028.27408,4028.27408,0,0,1,0,"10,001-50,000",Tally LCA,Unknown,Steel/Concrete,279.1435188,869.0551701,9.561416996,137.8595571,19.51295862,-175.1613632,185.3149497,647.8058775,114.6473401,47.08879367,,40.48972861
Georgia,Zone 2B (Hot Dry),2019,New Construction,Type II-B,No Parking,8282,,,Public Order and Safety,8282,Other,0,38,,28,15000,0.03,16,38,LEED Platinum,D,D,49,Steel: Frame + bare metal deck,Concrete: Other,Concrete: Other,Not a podium building,,,36,21,Shallow foundation,Completed,Voluntary: Internal Benchmarking,No,,No,No,No,No,No,No,No,No,No,8282,769.422646,769.422646,769.422646,0,0,1,0,"10,000 or less",Tally LCA,SEI,Steel/Concrete,286.9154272,525.0288922,11.61315253,84.87516629,31.57620617,-6.507105547,185.8704929,134.6676199,253.3606712,3.141948114,,47.0812436
Georgia,Zone 3C (Warm Marine),2021,New Construction,Type II-B,No Parking,33256,,,Public Order and Safety,33256,,,257,,34,31696,0.084,1,24,"Zero Energy Certification, Water Neutrality and Core Green Building Certification",D,D,110,Steel: Frame + concrete on metal deck,Steel: Columns,Steel: Moment frames,Not a podium building,,,65,20,Deep foundation > 50' (15m),Construction,Voluntary: Internal Benchmarking,No,,No,No,No,No,No,No,No,No,No,33256,3089.582168,3089.582168,3089.582168,,0,2 to 5,0,"10,001-50,000",Tally LCA,SEI,Steel,292.6746696,730.0839179,10.91759639,61.08592909,37.82914469,-87.80086454,366.7163861,256.6515352,190.620434,20.66953652,,
Hawaii,Zone 3C (Warm Marine),2022,New Construction,Type II-B,No Parking,12543,,,Office,12543,,,269,,17,12543,0.339,5.56,24,"Zero Energy Certification, Water Neutrality and Core Green Building Certification",D,D,110,Steel: Frame + bare metal deck,Steel: Columns,Masonry: Shear walls,Not a podium building,,,36,14,Shallow foundation,Construction,Voluntary: Internal Benchmarking,No,,No,No,No,No,No,No,No,No,No,12543,1165.282329,1165.282329,1165.282329,,0,1,0,"10,001-50,000",Tally LCA,SEI,Steel/Masonry,293.8580496,570.0870504,5.852363662,45.76973709,17.22235146,-129.388518,62.47209641,310.8971291,191.1220497,13.42917291,41.9130554,2.018303501
Hawaii,Zone 3C (Warm Marine),2024,New Construction,Type II-B,No Parking,15448,,,Public Order and Safety,12022,,,511,,18,11976,0.336,6,36,"Zero Energy Certification, Water Neutrality and Core Green Building Certification",D,D,110,Steel: Frame + bare metal deck,Steel: Columns,Masonry: Shear walls,Not a podium building,,,41,12,Shallow foundation,Construction,Voluntary: Internal Benchmarking,No,,No,No,No,No,No,No,No,No,No,15448,1435.165544,1435.165544,1116.879866,,0,1,0,"10,001-50,000",Tally LCA,SEI,Steel/Masonry,292.917431,431.7575459,6.208002518,34.35832965,20.68801829,-47.33757786,184.2586528,153.0295654,128.8208755,12.01902532,,
Hawaii,Zone 3C (Warm Marine),2024,New Construction,Type II-B,No Parking,119500,0,0,Residential: Mulitfamily (5 or more units),109000,,,,,66,,,,,LEED v4.1 Gold,C,E,92,Steel: Frame + concrete on metal deck,Concrete: CIP,Concrete: Shear walls,Not a podium building,,,22.33333333,19.83333333,Shallow foundation,Construction Documents,Required: LEED Proposed,Yes,,No,No,Yes,No,No,Yes,Yes,Yes,No,119500,11101.9085,11101.9085,10126.427,,0,6 to 10,0,"100,001-200,000",One Click LCA,SE,Steel/Concrete,316.0248597,455.7143828,49.35278515,6.540362857,14.05352981,,313.7858522,44.88746507,134.9395031,,,32.04824017
Hawaii,Zone 3C (Warm Marine),2023,New Construction,Type II-B,No Parking,8900,,,Other,8900,,,,0,14,,,,,,C,C,92,Steel: Frame + concrete on metal deck,Steel: Columns,Concrete: Shear walls,Primary system defined above is on a podium,Concrete: Non-PT framing,Concrete: CIP,30,30,Shallow foundation,Construction Documents,Required: LEED Proposed,Yes,,No,No,Yes,No,No,Yes,Yes,Yes,Yes,8900,826.8367,826.8367,826.8367,,0,1,1,"10,000 or less",One Click LCA,SE,Steel/Concrete,305.4300985,524.6838463,56.66091019,75.06343151,27.19735348,,,538.36962,12.13046059,,,122.7069021
Idaho,Zone 3B (Warm Dry),2024,New Construction,Type II-B,Below Grade,169542,0,105713,Health Care (Outpatient),58561,Education,3339,1782,0,57,61493,0.27,19,,LEED v4.0 Silver,D,D,95,Steel: Frame + concrete on metal deck,Steel: Columns,Steel: Moment frames,Primary system defined above is on a podium,Concrete: Non-PT framing,Steel: Columns,30,15.9,Deep foundation > 50' (15m),Construction,Voluntary: Internal Benchmarking,No,,No,No,No,No,No,No,Yes,Yes,Yes,63829,15750.96043,5929.905587,5440.492583,310.203117,1.65619076,2 to 5,3,"100,001-200,000",Tally LCA,SEI,Steel,342.5614504,352.5503026,3.7778768,18.68951957,48.27050069,-40.85273521,56.09845168,301.3815738,30.07086871,18.57937242,30.97067795,1.593620703
Idaho,Zone 3C (Warm Marine),2020,New Construction,Type II-B,No Parking,93628,,,Warehouse and Storage,93628,,,86.5,,33,,,,,LEED v4.1 Gold (Target),D,D,110,Steel: Frame + bare metal deck,Steel: Columns,Steel: Braced frames,Not a podium building,,,25,27.25,Deep foundation > 50' (15m),Construction Documents,Required: LEED Proposed,Yes,0.16,No,No,No,No,No,No,Yes,Yes,No,93628,8698.322084,8698.322084,8698.322084,,0,2 to 5,0,"50,001-100,000",One Click LCA,SE,Steel,338.0822003,314.2671648,20.42392065,1.19987739,9.077840443,,66.18109728,73.69135608,205.0963499,,43.64888596,
Idaho,Zone 3C (Warm Marine),2024,New Construction,Type II-B,No Parking,49332,0,0,Health Care (Outpatient),34548,Food Service,14589,1215,0,47,145006,,,,LEED v4.1 Gold,C,E,92,Steel: Frame + bare metal deck,Concrete: CIP,Concrete: Shear walls,Not a podium building,,,23.33333333,22,Shallow foundation,Construction Documents,Required: LEED Proposed,Yes,,No,No,Yes,No,No,Yes,Yes,Yes,No,49332,4583.090796,4583.090796,3209.612844,1355.361867,0,2 to 5,0,"10,001-50,000",One Click LCA,SE,Steel/Concrete,317.2393807,238.7916471,24.80671998,11.1824012,13.09451191,,97.35389934,106.0728276,84.44075477,,66.479506,
Idaho,Zone 3C (Warm Marine),2020,New Construction,Type II-B,No Parking,10965,,,Office,10965,,,241,,15,,,,,LEED v4.1 Gold (Target),D,D,110,Steel: Frame + bare metal deck,Steel: Columns,Steel: Braced frames,Not a podium building,,,20,29,Deep foundation > 50' (15m),Construction Documents,Required: LEED Proposed,Yes,0.1469,No,No,No,No,No,No,Yes,Yes,No,10965,1018.681395,1018.681395,1018.681395,,0,1,0,"10,001-50,000",One Click LCA,SE,Steel,331.9889972,349.1849579,23.20152318,3.771679761,10.75123199,,125.56878,77.13089724,184.2097155,,83.24852337,
Idaho,Zone 2B (Hot Dry),2024,New Construction,Type II-B,No Parking,85700,0,0,Office,45000,Public Order and Safety,15000,716,0,48,99824,0.35,,,LEED v4.0 Silver,E,D,110,Steel: Frame + concrete on metal deck,Steel: Columns,Concrete: Shear walls,Not a podium building,,,40,25,Shallow foundation,Construction,Voluntary: Internal Benchmarking,No,,No,No,No,No,No,No,No,No,No,85700,7961.7871,7961.7871,4180.635,1393.545,0,2 to 5,1,"50,001-100,000",Tally LCA,SEI,Steel/Concrete,346.231246,1333.611804,14.0595856,68.25286231,219.8480949,-25.34983696,216.6302833,895.6173114,458.6391752,23.94050432,,0.740214666
Idaho,Zone 3C (Warm Marine),2020,New Construction,Type II-B,No Parking,59797,,,Warehouse and Storage,59797,,,636,,30,,,,,LEED v4.1 Gold (Target),D,D,110,Steel: Frame + bare metal deck,Steel: Columns,Steel: Moment frames,Not a podium building,,,20,59,Deep foundation > 50' (15m),Construction Documents,Required: LEED Proposed,Yes,0.189,No,No,No,No,No,No,Yes,Yes,No,59797,5555.320691,5555.320691,5555.320691,,0,1,0,"50,001-100,000",One Click LCA,SE,Steel,332.9142923,298.5886418,52.94352408,8.324797536,23.77710439,,266.7786366,26.58925708,90.26617412,,,
Illinois,Zone 3B (Warm Dry),2020,New Construction,Type II-B,No Parking,233792.13,,0,Warehouse and Storage,233792.13,,,,,46,,,,,LEED Silver,,D,110,Steel: Frame + bare metal deck,Steel: Columns,Concrete: Other,Not a podium building,,,52,50,Shallow foundation,Completed,Required: LEED Proposed,No,,,,,,,,,,,233792.13,21719.99025,21719.99025,21719.99025,,0,1,0,"200,001-400,000",One Click LCA,SEI,Steel/Concrete,372.0076986,175.4780157,18.36829323,89.50567921,12.37416071,,80.42026951,63.62556815,77.58511401,2.304838051,55.20528341,61.8306585
